author_id,review_text,is_recommended,sentiment,sentiment_score
6424089256,"I’ve spent an unreasonable amount of time, energy, and money on my skin. This is my favorite product I’ve ever bought for my skin. A little goes a long way, so even though the jar is expensive, it lasts a super long time, and my skin always feels moisturized but not greasy, with just the right amount of redness control!",0,positive,0.99
1356495837,"This is a great eye cream. I can feel it tightening when I put it on. It soaks in well and makeup goes on smoothly over it. Its expensive, but I’m very happy with it.",0,positive,0.98
5698627875,"I tried posting a review on this several times and for some reason they’re not posting it. Anyway, been using it since October none stop, every single days and it has done nothing for me. I know my hormonal acne will not be cured but it should at least help with blackheads and pimple control but it does nothing. This is a 1 star review.",0,negative,0.98
2333890797,"best moisturizer with SPF protection I’ve had. invisible, the skin looks fresh and beautiful. It also has alguronic acid that helps skin retain its moisture.",0,positive,0.99
1070022272,Sat on top of my skin and didn’t notice any difference after using.,0,negative,0.85
27400483153,"Got a sample of this and when I used it once, it was fine. But when I used again, it dried my skin out so badly!!! And it gave me some red spots too so I will not be buying.",0,negative,0.98
1302972315,No difference in my skin after using it nightly.,0,negative,0.85
1327970133,"I wrote a previous review,not sure what happened why it’s not posted? But I disliked this product so much I had to check if my review posted and I hardly write a review BUT this ! I had to!Basically I was using it for a week I loved it. I even told other friends about it after using it the first few days,which I’m so glad no one bought it because after like 7 of use I started getting textured bumps after a few days of those appearing it turned red and I could very clearly see my pores were clogged because I normally don’t have clogged pores I had it within my cheek area and my jaw a few spots in my forehead. Following that I broke out like it was horrible. I HATE this product and the company has a reputation for doing exactly what it did to me. FIRST AND LAST Murad product I will ever buy IN LIFE! it may work for some but for me it definitely didn’t.",0,negative,0.95
2400943132,"So I got this product with the intention of finding something that would get rid of my past acne scars and it did just that. I’ve been using it for 2 weeks now and my scars are nearly gone. I still have small breakouts but not as intense as before, maybe a pimple or two every few days but that’s about it. It never really did much to my blackheads as they’re still visible but the pores have minimized. The price point may hinder some people from purchasing (it did for me too, as I can’t tell you how many times I’ve added and re-added it to my cart) but you get what you pay for and by that I mean one small pump of the bottle gives your face full coverage (since you only need a small film layer). It may tingle the first time since this is an intensive AHA serum but it’ll go away the more your skin becomes used to it. Try it once a day and gradually increase to twice a day. The best part about this serum is that it’s thin enough to wear under moisturized and makeup!",0,positive,0.85
1947802690,Even the “temporary results“ mentioned in other reviews didn’t work for me - and bought bottle; been using it for 3 weeks now.37 years old going on 38 -- Thin face .. Maybe it’s because my face is so thin? That might be a factor; few anti-wrinkle creams work on it.. and been trying them since my 20s. 5’2“ and 116 lbs ... Did nothing for my smiley wrinkles; had to turn to other products :(,0,negative,0.85
2623126434,"I’m not sure where I got the idea that Dermalogica products might not be heavily scented? I think maybe due to the simplicity (classic white/black) of the packaging? This oil smelled very strong - not bad, like essential oils, but strong. It also didn’t rinse off completely. I could feel that my skin still had a coating of oil on it after splashing water several times (perhaps a washcloth is required?). Based on reviews here, it sounds like many find it to be a great product, but not for me. Returning.",0,negative,0.85
1496873375,Love how it’s a foam cleanser so I get the feeling of a deep cleanse!! But how it doesn’t contain harsh chemicals/parabens either. Very effective at cleansing away makeup. I do use this in conjunction with the Clinique cleansing balm (another cleansing favorite!),0,positive,0.98
8495697386,"It took forever to open this container! Once I did, I wasn’t crazy about the smell, but still bearable. My lips do feel super soft after. I didn’t realize there were tubes/other flavors available. I will like to try the Rose Mandarin Tube one next :D",0,positive,0.85
10051845153,I really wanted to like it since I got it for free but it made me break out. It smells good and feels good but my skin was so not having it! I would say my skin is more sensitive than average but not super sensitive so just be aware that it could cause breakouts! And I only break out when it’s time for my period or I’m really stressed and this gave me such bad acne :(,0,negative,0.85
11107286995,"RUN if you have sensitively dry skin. I used this Morning and night after I received a free sample, and it actually started to brighten the skin around my eyes. I was impressed and was interested in buying the product. After four or five days, I noticed the skin above my eyelids were starting to become flaky and irritated. The next morning, under my eyes were the same way. Now I have irritated, red, flaky patches around my eyes for the holidays. Granted, I do know that I have sensitive skin and I did begin using this product in the winter when the skin is at its driest, but thought it’d be fine since I have so many hydrating products. Would like to give this product 1 star, but since it did brighten my orbital area, I’ll go with 2 - but beware sensitive skins!",0,negative,0.85
987056545,"This SPF has worked very well, it feels just the right amount of moisturizing and not too greasy. I have only used it on my face but I like the fact you can really use it all over.  I’m pretty happy with it so far :)",0,positive,0.98
1531371234,"I’ve used a lot of charcoal masks but this is probably the best mask I’ve ever used. It helps a ton with blackheads, acne (esp cystic pimples) and feels really refreshing. would definitely recommend!!",0,positive,0.99
2003353261,"This is by far the best mask I’ve used for my face, especially for my nose area. I have large pores and blackheads on my nose that I’ve been trying to find a cure for. I started using it on my entire face once a week and love the minty, refreshing feel on my skin even after I washed it off. Now I use it on my nose twice a week to clean out the black heads and tighten pores and it works beautifully. Will def. recommend this mask to anyone.",0,positive,0.99
1282389152,"I like this alot. You only need a small bit, dime-size and it lathers up, taking off all makeup. It doesn’t leave your skin feeling dry, but you do feel that clean feeling. I like it because with softer cleansers I have to wash 3-4 times to get makeup off, particularly eye area so ends up being more drying for me. I also have very sensitive, fair skin, rosaceq and I am fine with this.",0,positive,0.98
2404982573,"this product initially made my skin very soft. it took off all the makeup and lathered nicely. it does leave my skin feeling very tight and dry though. I don’t think i could use this on a regular basis, I’ve used it for 5 days once a day and my skin feels super dry and tight. but it does leave the skin feeling clean. just not personally for me.",0,negative,0.85
1385905078,"Having sensitive eyes I had to try this product. I love how it smells, how my skin feels after use. I needed just a tad more to get my eye make-up off to feel clean. All areas of my face felt completely cleansed and soft!",0,positive,0.98
2166632727,"This has a nice texture, sinks in well and provides good hydration without being sticky. but it does nothing for dark circles. There are probably cheaper eye creams that do the exact same thing. I’m not sure yet if I’ll repurchase. I prefer the pump format to squeezy tubes/tubs which is the usual format for eye creams.",0,neutral,0.65
9511535876,This is nice but i’m not blown away with anything noticeable its just a nice creamy serum that soaks into my skin. It doesn’t add any noticeable shine or glow or any shimmer. I was hoping for more with this product not sure what the point is which is why i’m giving it a 3 star. Its also expensive and not a necessity for my skin care routine.,0,negative,0.85
1722723222,"This is a classic, moisturizing lip balm that is my go-to product! I can never get enough. Definitely a must-have. Love it.",0,positive,1.0
1039957797,This product is way over priced.  Found it to be ineffective and completely irritated my skin and my skin isn’t particularly sensitive either. I wouldn’t recommend this.,0,negative,0.98
7565974146,This toner makes my skin feel very oily after using it. It has a lotion texture that I don’t really like. Kind of heavy for a toner. Reminds me of a bad moisturizer,0,negative,0.98
6102763626,"I am a huge fan of the Sephora brand eye masks and am also a big fan of Tarte so I was very excited to try these. The pack contains 4-sets of eye masks for $22, which I believe actually comes out to $2 cheaper than if you bought 4 of the Sephora eye masks. However, these did nothing for me. I put them in the fridge (as noted on the packaging) and tried them twice- no noticeable difference. I will keep using the Sephora masks and let friends have the remaining two packs. Please try again Tarte!",0,negative,0.85
6291419828,Quite drying. Would not recommend for older skin. There’s no advantage other than cleaning well.  It strips your skin and makes it very dry. Counter-productive.,0,negative,0.98
6055938194,Made my acne scars sooo much lighter. Bought the bigger container too because I loved it so much,0,positive,0.99
988970938,I love the flavor. Really good lip gloss.,0,positive,0.98
6063329869,"I have combination skin and struggle with adult acne breakouts. The first time I used this cleanser as part of their 3 step package I used all 3 steps, twice a day and I broke out like crazy!! I decided to try it again and only used it once a day in the morning and used a more natural, gentle cleanser and moisturizer at night and I’ve seen a big improvement in my acne",0,positive,0.85
1125121901,"LOVE this, have used it for year. A relief for dry lips and I also use it on my skin when I have a chaped nose from a cold...",0,positive,0.99
1596590069,"this is great! i always found that i could feel when i was wearing sunblock on my face, and this just blends right in, no oiliness, as if i have nothing on my face.",0,positive,0.98
33548982164,Not a big fan. Wouldn’t Recommend use in the winter. A nice pretty gloss but not for hydration purposes. Does smell nice.,0,negative,0.85
22104804475,I received this product complimentary from influenster. I wasn’t a big fan of the extremely scented perfume smell. It was fast acting and absorbed well.,0,neutral,0.65
5773026767,Leaves my skin so soft and fresh use to have a bit of dryness and this worked so well...... Will purchase again !,0,positive,0.98
7566408394,"This moisturizer is great for normal and combination skin, haven’t tried it on oily. I’m taking one star off though because it smells bad, like chemicals :/ but it’s a great daily face moisturizer! It makes my skin feel silky soft and not oily or greasy!",0,positive,0.85
6610609171,"I have combo skin with acne, and my skin is also super sensitive. I was using some products recommended by my doctor to help control my acne but my skin sensitivity started and had redness all over. I had been using a new moisturizer that wasn’t adding enough power to counter act the dryness provided by the regimen. I have had the mask laying around, and used it on occasions but decided to add it to my nightly routine hoping it would help control my redness and irritation. This new step has completely changed my life, after three days the redness and imitation were gone. I put a layer at night and sleep on the mask. in the morning my skin feels hydrated and calm, no extra oiliness has occurred and know I simply have my normal acne.",0,positive,0.85
1887985993,It is wonderful! Makes your skin feel hydarated and smells clean.,0,positive,0.98
6359689348,"I love love love so far! It smells wonderful and I have never seen my sink so dirty in my life. Well actually at all. I’ve used several types of cleansers, top shelf and drugstore. I didn’t realize how much makeup was still on my face till I used this. My sink was covered in foundation. I’ve been breaking out lately and I can already tell a difference and I’ve only used it twice. 10/10 would recommend.",0,positive,0.99
10259503736,I received this product as a free sample from the Influenster Origins Wake Up box! And I think I am hooked honestly. The product smells amazing (doesn’t taste great from getting some in my mouth accidentally) but also does not irritate my sensitive skin causing a rash or a break out. it has even cleared me from my recent small break out. And I love the texture of the scrub on my skin they’re my favorite face washes it feels like your cleaning up your impurities of everything you left on your face from the whole previous day.,0,positive,0.98
2789303198,"I had high hopes for this cleanser but I’m not really impressed. First of all, I hate the smell of all the MB products they all smell like a really fake botanical perfume and that’s just not my style. Second, this doesn’t work AT ALL with a Clarisonic. I realize it’s not sold as a foaming cleanser but it falls so flat on my Clarisonic I feel like I’m just pushing the brush around my face. I think it might be helping me recover from a hormonal breakout — I can’t tell if my skin is just balancing out after my body being back to normal (until next month) or if this has helped or at least speed that process up. TLDR: I’m not going to buy this again, especially because of the strong fragrance that I don’t like.",0,negative,0.85
8808480131,"big jlo fan, & I like most of the skin products in the line and will continue to add them into my routine.  However, The Blockbuster is one I could only use once, just a dab, because the perfume was well overpowering and lingers hours for me.  I hope she adds a cream option that doesn’t have fragrance or a chemical sunblock ingredient, then I could stick with and build the benefits ;)",0,neutral,0.65
2349357678,I’ve heard so many good things about it.And it truely deserves them.My best lipbalm ever!It’s not super sticky!I don’t feel like it’s hard to openSometimes it is but only my hands are wetBut it doesn’t matter to me.Good quality good price good design pefect!I’ll absolutely buy it again,0,positive,1.0
1972498550,"I was over the moon to try this product as I am experiencing extremely dry skin and have been on the hunt for the best moisturizer out there and trying many of Sephora’s best sellers. This is by far the worst and GREASIEST moisturizer I have ever used. My first surprise was that this was scented, in a light perfume scene as opposed to something clean and fresh. It sits on top of my skin in a layer of grease and NEVER absorbs fully. If I wipe my fingers across my skin even thirty minutes after I apply this moisturizer my fingers are shiny and full of oil. The one star I rated third was for the packaging because it is beautiful Looking. If you are looking for a moisturizer OR a primer this is not it. Don’t waste your money. The name of this cream is misleading and This to me is an extremely low quality moisturizer in which does not leave my skin feeling plump and moisturized like many many other products. I hope this helps another beauty insider xoxo",0,negative,0.98
1148334813,Product is ok but the packaging kept making the product explode- passed the return date so i ended up throwing it out.,0,negative,0.85
1810151,I have sensitive skin so I focus this on my t-zone. It cleans my skin without drying it out. This is my new favorite mask.,0,positive,0.98
5695296195,"Y’all. I love this stuff!!! I’m slowly making the transition to all natural products and being more ingredient conscious and this takes the cake for cleansing balms. It leaves my skin feeling soft, clean and not tight or too dry. It also smells like key lime pie??? Like no joke. I find the best amount is just picking up the amount of the end of the stick it comes with. You really don’t need much!",0,positive,0.99
6870291468,Leaves your skin orange and smells really gross. Returned the next day.,0,negative,0.98
1351684597,"PROS. I have sensitive skin that tends to be on the dry side. I received a free sample of this oil and Became a fan. I add a couple of drops of the oil to my daily moisturizer and it gives my skin a subtle glow. It doesn’t clog up my pores. It is also better than the other (pricier) oils I’ve tried out, except Rodin’s Olio Lusso, which is my ultimate favorite face oil.CONS. The smell isn’t great (but at least it’s subtle).",0,positive,0.85
1540142650,"This is a well priced product with amazing results. It’s not your typical toner because it’s not harsh or drying. It’s clarifying, refreshing and makes your skin feel cool. Not really a lotion, so I’m not sure why it’s called a lotion but I would pay 3 times the price for this product. It is my favorite part of my skin care regimen!",0,positive,0.99
2492623267,Amazing product. Made my skin feel so nice and not greasy. All the reviews are mad because it doesn’t control oil - it’s not marketed to control oil. It’s just a moisturizer.,0,positive,0.95
2384209566,"Love it. Smoothens my skin and evens out my tone. All natural, to boot.",0,positive,1.0
2322772631,"I sometimes use other products when I’m unable to get to the store to buy All About Eyes but nothing compares. This is, by far, the best under eye product I’ve used. I do have circles but that isn’t why I use this; I use AAE because it moisturizes unlike any moisturizer and keeps my eyes looking fresh all day. Highly recommended for age prevention, fine lines, and moisture!",0,positive,0.99
1193835643,This is a great cleanser. It is on the expensive side but it lasts forever. It is creamy yet exfoliating at the same time. It is gentle enough to use every morning in the shower but sometimes I only use it a few times a week. It never dries out my skin and is safe for sensitive skin as well. It never leaves my skin red like some exfoliators. My skin is soft and dewy after I use this.,0,positive,0.98
